WTP,TestDate,RawWaterTotalViolation,wqc_raw_total_min,wqc_raw_total_avg,wqc_raw_total_max
Langat 2,29/5/2022,Ammonia (NH4),0.07,0.08,0.08
Langat 2,29/5/2022,Ferum/Iron (Fe),0.88,0.93,0.97
Langat 2,29/5/2022,Turbidity,50,76.17,87
Langat 2,29/5/2022,Manganese (Mn),0.14,0.16,0.17
Langat 2,30/5/2022,Color,6,12.17,19
Langat 2,30/5/2022,pH,7.22,7.29,7.39
Langat 2,30/5/2022,Ammonia (NH4),0.06,0.1,0.14
Langat 2,30/5/2022,Ferum/Iron (Fe),0.97,1.2,1.43
Langat 2,30/5/2022,Turbidity,40,86,186
Langat 2,30/5/2022,Manganese (Mn),0.11,0.14,0.17
Langat 2,31/5/2022,Color,8,8.67,12
Langat 2,31/5/2022,pH,7.3,7.34,7.38
Langat 2,31/5/2022,Ammonia (NH4),0.05,0.09,0.13
Langat 2,31/5/2022,Ferum/Iron (Fe),0.99,1.62,2.25
Langat 2,31/5/2022,Turbidity,50,68.17,127
Langat 2,31/5/2022,Manganese (Mn),0.12,0.26,0.39
Langat 2,1/6/2022,Color,6,7.17,8
Langat 2,1/6/2022,pH,7.26,7.32,7.38
Langat 2,1/6/2022,Ammonia (NH4),0.04,0.07,0.1
Langat 2,1/6/2022,Ferum/Iron (Fe),0.7,0.75,0.8
Langat 2,1/6/2022,Turbidity,25,34,41
Langat 2,1/6/2022,Manganese (Mn),0.07,0.09,0.1
Langat 2,2/6/2022,Color,6,7.33,9
Langat 2,2/6/2022,pH,7.28,7.36,7.44
Langat 2,2/6/2022,Ammonia (NH4),0.04,0.07,0.1
Langat 2,2/6/2022,Ferum/Iron (Fe),0.77,0.89,1.01
Langat 2,2/6/2022,Turbidity,21,37.5,83
Langat 2,2/6/2022,Manganese (Mn),0.07,0.09,0.1
Langat 2,3/6/2022,Color,2,12.5,19
Langat 2,3/6/2022,pH,7.1,7.27,7.41
Langat 2,3/6/2022,Ammonia (NH4),0.08,0.13,0.17
Langat 2,3/6/2022,Ferum/Iron (Fe),0.7,1.17,1.63
Langat 2,3/6/2022,Turbidity,2.11,102.02,179
Langat 2,3/6/2022,Manganese (Mn),0.12,0.16,0.2
Langat 2,4/6/2022,Color,7,19.5,32
Langat 2,4/6/2022,pH,7.11,7.23,7.32
Langat 2,4/6/2022,Ammonia (NH4),0.1,0.19,0.27
Langat 2,4/6/2022,Ferum/Iron (Fe),1.59,2.04,2.48
Langat 2,4/6/2022,Turbidity,85,276.83,497
Langat 2,4/6/2022,Manganese (Mn),0.25,0.41,0.57
Langat 2,5/6/2022,Color,10,12.17,16
Langat 2,5/6/2022,pH,7.22,7.29,7.32
Langat 2,5/6/2022,Ammonia (NH4),0.08,0.1,0.11
Langat 2,5/6/2022,Ferum/Iron (Fe),1.72,1.76,1.8
Langat 2,5/6/2022,Turbidity,103,171.67,224
Langat 2,5/6/2022,Manganese (Mn),0.2,0.23,0.25
Langat 2,6/6/2022,Color,20,21.33,22
Langat 2,6/6/2022,pH,7.06,7.27,7.37
Langat 2,6/6/2022,Ammonia (NH4),0.16,0.24,0.31
Langat 2,6/6/2022,Ferum/Iron (Fe),2.02,2.47,2.91
Langat 2,6/6/2022,Turbidity,160,315.83,400
Langat 2,6/6/2022,Manganese (Mn),0.19,0.44,0.69
Langat 2,7/6/2022,Color,9,10.17,13
Langat 2,7/6/2022,pH,7.26,7.38,7.49
Langat 2,7/6/2022,Ammonia (NH4),0.08,0.09,0.09
Langat 2,7/6/2022,Ferum/Iron (Fe),0.8,0.97,1.13
Langat 2,7/6/2022,Turbidity,79,103.67,165
Langat 2,7/6/2022,Manganese (Mn),0.14,0.18,0.21
Langat 2,8/6/2022,Color,9,14.67,25
Langat 2,8/6/2022,pH,7.28,7.37,7.45
Langat 2,8/6/2022,Ammonia (NH4),0.12,0.13,0.14
Langat 2,8/6/2022,Ferum/Iron (Fe),1.69,1.84,1.99
Langat 2,8/6/2022,Turbidity,90,168.5,312
Langat 2,8/6/2022,Manganese (Mn),0.17,0.26,0.34
Langat 2,9/6/2022,Color,10,20.83,26
Langat 2,9/6/2022,pH,7.19,7.28,7.37
Langat 2,9/6/2022,Ammonia (NH4),0.13,0.15,0.16
Langat 2,9/6/2022,Ferum/Iron (Fe),1.79,2.35,2.91
Langat 2,9/6/2022,Turbidity,131,378.5,871
Langat 2,9/6/2022,Manganese (Mn),0.24,0.29,0.33
Langat 2,10/6/2022,Color,11,17.33,21
Langat 2,10/6/2022,pH,7.17,7.27,7.31
Langat 2,10/6/2022,Ammonia (NH4),0.3,0.34,0.38
Langat 2,10/6/2022,Ferum/Iron (Fe),3.64,3.72,3.8
Langat 2,10/6/2022,Turbidity,129,268.33,353
Langat 2,10/6/2022,Manganese (Mn),0.49,0.58,0.66
Langat 2,11/6/2022,Color,10,11,12
Langat 2,11/6/2022,pH,7.19,7.23,7.27
Langat 2,11/6/2022,Ammonia (NH4),0.12,0.13,0.14
Langat 2,11/6/2022,Ferum/Iron (Fe),1.7,1.85,1.99
Langat 2,11/6/2022,Turbidity,117,165,200
Langat 2,11/6/2022,Manganese (Mn),0.11,0.14,0.17
Langat 2,12/6/2022,Color,10,16.67,30
Langat 2,12/6/2022,pH,7.18,7.23,7.29
Langat 2,12/6/2022,Ammonia (NH4),0.08,0.21,0.34
Langat 2,12/6/2022,Ferum/Iron (Fe),1.29,2.5,3.71
Langat 2,12/6/2022,Turbidity,106,230.83,530
Langat 2,12/6/2022,Manganese (Mn),0.14,0.4,0.65
Langat 2,13/6/2022,Color,10,14.33,18
Langat 2,13/6/2022,pH,7.14,7.22,7.31
Langat 2,13/6/2022,Ammonia (NH4),0.07,0.09,0.1
Langat 2,13/6/2022,Ferum/Iron (Fe),1.7,1.72,1.73
Langat 2,13/6/2022,Turbidity,122,147.5,198
Langat 2,13/6/2022,Manganese (Mn),0.16,0.23,0.3
Langat 2,14/6/2022,Color,12,14,18
Langat 2,14/6/2022,pH,7.29,7.34,7.45
Langat 2,14/6/2022,Ammonia (NH4),0.08,0.14,0.2
Langat 2,14/6/2022,Ferum/Iron (Fe),0.92,1.54,2.16
Langat 2,14/6/2022,Turbidity,87,146.17,230
Langat 2,14/6/2022,Manganese (Mn),0.14,0.28,0.42
Langat 2,15/6/2022,Color,7,12.67,17
Langat 2,15/6/2022,pH,7.21,7.32,7.46
Langat 2,15/6/2022,Ammonia (NH4),0.1,0.11,0.12
Langat 2,15/6/2022,Ferum/Iron (Fe),1.71,1.72,1.72
Langat 2,15/6/2022,Turbidity,79,119.5,166
Langat 2,15/6/2022,Manganese (Mn),0.13,0.17,0.21
Langat 2,16/6/2022,Color,10,15.5,21
Langat 2,16/6/2022,pH,7.26,7.36,7.44
Langat 2,16/6/2022,Ammonia (NH4),0.11,0.14,0.16
Langat 2,16/6/2022,Ferum/Iron (Fe),1.23,1.46,1.68
Langat 2,16/6/2022,Turbidity,122,179.5,315
Langat 2,16/6/2022,Manganese (Mn),0.15,0.23,0.3
Langat 2,17/6/2022,Color,9,12.67,20
Langat 2,17/6/2022,pH,7.35,7.39,7.43
Langat 2,17/6/2022,Ammonia (NH4),0.1,0.15,0.19
Langat 2,17/6/2022,Ferum/Iron (Fe),0.97,1.47,1.96
Langat 2,17/6/2022,Turbidity,63,110.5,223
Langat 2,17/6/2022,Manganese (Mn),0.12,0.28,0.43
Langat 2,18/6/2022,Color,10,21,41
Langat 2,18/6/2022,pH,7.17,7.31,7.47
Langat 2,18/6/2022,Ammonia (NH4),0.12,0.3,0.48
Langat 2,18/6/2022,Ferum/Iron (Fe),0.88,5.84,10.8
Langat 2,18/6/2022,Turbidity,97,616,2096
Langat 2,18/6/2022,Manganese (Mn),0.17,0.3,0.42
Langat 2,19/6/2022,Color,16,22.5,32
Langat 2,19/6/2022,pH,7.11,7.17,7.23
Langat 2,19/6/2022,Ammonia (NH4),0.29,0.39,0.48
Langat 2,19/6/2022,Ferum/Iron (Fe),3.2,3.72,4.24
Langat 2,19/6/2022,Turbidity,452,643.67,917
Langat 2,19/6/2022,Manganese (Mn),1.03,1.05,1.07
Langat 2,20/6/2022,Color,15,21.33,28
Langat 2,20/6/2022,pH,6.75,6.96,7.22
Langat 2,20/6/2022,Ammonia (NH4),0.21,0.38,0.54
Langat 2,20/6/2022,Ferum/Iron (Fe),1,1.49,1.98
Langat 2,20/6/2022,Turbidity,265,521.67,789
Langat 2,20/6/2022,Manganese (Mn),0.45,0.64,0.82
Langat 2,21/6/2022,Color,9,12.5,15
Langat 2,21/6/2022,pH,6.72,6.84,6.93
Langat 2,21/6/2022,Ammonia (NH4),0.12,0.19,0.25
Langat 2,21/6/2022,Ferum/Iron (Fe),0.7,1.09,1.47
Langat 2,21/6/2022,Turbidity,140,192.33,258
Langat 2,21/6/2022,Manganese (Mn),0.26,0.52,0.78
Langat 2,22/6/2022,Color,8,10.5,12
Langat 2,22/6/2022,pH,6.88,6.97,7.08
Langat 2,22/6/2022,Ammonia (NH4),0.11,0.15,0.19
Langat 2,22/6/2022,Ferum/Iron (Fe),1.02,1.23,1.43
Langat 2,22/6/2022,Turbidity,111,155.83,182
Langat 2,22/6/2022,Manganese (Mn),0.3,0.45,0.6
Langat 2,23/6/2022,Color,9,11.5,19
Langat 2,23/6/2022,pH,6.96,7.13,7.33
Langat 2,23/6/2022,Ammonia (NH4),0.05,0.18,0.3
Langat 2,23/6/2022,Ferum/Iron (Fe),0.97,1.11,1.24
Langat 2,23/6/2022,Turbidity,55,145,306
Langat 2,23/6/2022,Manganese (Mn),0.13,0.18,0.22
Langat 2,24/6/2022,Color,3,6,7
Langat 2,24/6/2022,pH,6.94,7.01,7.12
Langat 2,24/6/2022,Ammonia (NH4),0.05,0.19,0.33
Langat 2,24/6/2022,Ferum/Iron (Fe),0.56,0.64,0.71
Langat 2,24/6/2022,Turbidity,45,55.67,75
Langat 2,24/6/2022,Manganese (Mn),0.02,0.07,0.12
Langat 2,25/6/2022,Color,7,8.33,9
Langat 2,25/6/2022,pH,6.91,6.96,7.01
Langat 2,25/6/2022,Ammonia (NH4),0.04,0.07,0.09
Langat 2,25/6/2022,Ferum/Iron (Fe),1.06,1.15,1.24
Langat 2,25/6/2022,Turbidity,50,65.5,87
Langat 2,25/6/2022,Manganese (Mn),0.13,0.14,0.14
Langat 2,26/6/2022,Color,5,7.33,8
Langat 2,26/6/2022,pH,6.93,7.01,7.1
Langat 2,26/6/2022,Ammonia (NH4),0.03,0.04,0.04
Langat 2,26/6/2022,Ferum/Iron (Fe),1.28,1.3,1.32
Langat 2,26/6/2022,Turbidity,45,62.83,81
Langat 2,26/6/2022,Manganese (Mn),0.15,0.16,0.16
Langat 2,27/6/2022,Color,5,6.5,8
Langat 2,27/6/2022,pH,6.83,6.9,7
Langat 2,27/6/2022,Ammonia (NH4),0.04,0.05,0.05
Langat 2,27/6/2022,Ferum/Iron (Fe),1.1,1.16,1.21
Langat 2,27/6/2022,Turbidity,30,46,69
Langat 2,27/6/2022,Manganese (Mn),0.13,0.13,0.13
Langat 2,28/6/2022,Color,15,17,20
Langat 2,28/6/2022,pH,6.77,6.84,6.98
Langat 2,28/6/2022,Ammonia (NH4),0.11,0.12,0.12
Langat 2,28/6/2022,Ferum/Iron (Fe),1.32,1.37,1.42
Langat 2,28/6/2022,Turbidity,153,199.5,222
Langat 2,28/6/2022,Manganese (Mn),0.17,0.18,0.19
Langat 2,29/6/2022,Color,9,9.5,10
Langat 2,29/6/2022,pH,6.81,6.87,6.92
Langat 2,29/6/2022,Ammonia (NH4),0.07,0.08,0.08
Langat 2,29/6/2022,Ferum/Iron (Fe),1.16,1.18,1.2
Langat 2,29/6/2022,Turbidity,75,102.17,137
Langat 2,29/6/2022,Manganese (Mn),0.23,0.23,0.23
Langat 2,30/6/2022,Color,6,7,8
Langat 2,30/6/2022,pH,6.94,6.97,7
Langat 2,30/6/2022,Ammonia (NH4),0.04,0.05,0.05
Langat 2,30/6/2022,Ferum/Iron (Fe),0.79,0.84,0.88
Langat 2,30/6/2022,Turbidity,53,64.17,76
Langat 2,30/6/2022,Manganese (Mn),0.13,0.14,0.14
Langat 2,1/7/2022,Color,6,7.33,9
Langat 2,1/7/2022,pH,6.94,6.96,6.99
Langat 2,1/7/2022,Ammonia (NH4),0.03,0.05,0.06
Langat 2,1/7/2022,Ferum/Iron (Fe),0.81,0.82,0.82
Langat 2,1/7/2022,Turbidity,45,56.5,78
Langat 2,1/7/2022,Manganese (Mn),0.12,0.13,0.13
Langat 2,2/7/2022,Color,6,6.17,7
Langat 2,2/7/2022,pH,6.92,6.94,6.99
Langat 2,2/7/2022,Ammonia (NH4),0.03,0.04,0.05
Langat 2,2/7/2022,Ferum/Iron (Fe),0.82,0.83,0.84
Langat 2,2/7/2022,Turbidity,26,32.17,48
Langat 2,2/7/2022,Manganese (Mn),0.12,0.13,0.13
Langat 2,3/7/2022,Color,6,6.33,7
Langat 2,3/7/2022,pH,6.94,6.98,7.09
Langat 2,3/7/2022,Ammonia (NH4),0.03,0.04,0.04
Langat 2,3/7/2022,Ferum/Iron (Fe),0.68,0.73,0.77
Langat 2,3/7/2022,Turbidity,27,32.83,45
Langat 2,3/7/2022,Manganese (Mn),0.13,0.14,0.14
Langat 2,4/7/2022,Color,6,8.5,11
Langat 2,4/7/2022,pH,6.9,6.93,7.03
Langat 2,4/7/2022,Ammonia (NH4),0.03,0.08,0.13
Langat 2,4/7/2022,Ferum/Iron (Fe),0.86,1.25,1.63
Langat 2,4/7/2022,Turbidity,43,87.33,147
Langat 2,4/7/2022,Manganese (Mn),0.16,0.17,0.18
Langat 2,5/7/2022,Color,6,6.33,7
Langat 2,5/7/2022,pH,6.88,6.93,6.98
Langat 2,5/7/2022,Ammonia (NH4),0.05,0.06,0.06
Langat 2,5/7/2022,Ferum/Iron (Fe),0.88,1.07,1.26
Langat 2,5/7/2022,Turbidity,32,56.17,76
Langat 2,5/7/2022,Manganese (Mn),0.14,0.15,0.15
Langat 2,6/7/2022,Color,6,6.83,7
Langat 2,6/7/2022,pH,6.91,6.97,7.01
Langat 2,6/7/2022,Ammonia (NH4),0.03,0.04,0.05
Langat 2,6/7/2022,Ferum/Iron (Fe),0.97,0.98,0.99
Langat 2,6/7/2022,Turbidity,38,52,59
Langat 2,6/7/2022,Manganese (Mn),0.05,0.1,0.15
Langat 2,7/7/2022,Color,6,6.17,7
Langat 2,7/7/2022,pH,6.81,6.87,6.89
Langat 2,7/7/2022,Ammonia (NH4),0.04,0.04,0.04
Langat 2,7/7/2022,Ferum/Iron (Fe),0.73,0.85,0.96
Langat 2,7/7/2022,Turbidity,24,41.33,63
Langat 2,7/7/2022,Manganese (Mn),0.13,0.13,0.13
Langat 2,8/7/2022,Color,7,8.83,12
Langat 2,8/7/2022,pH,6.8,6.9,7
Langat 2,8/7/2022,Ammonia (NH4),0.05,0.1,0.14
Langat 2,8/7/2022,Ferum/Iron (Fe),1.07,1.64,2.21
Langat 2,8/7/2022,Turbidity,42,78.5,138
Langat 2,8/7/2022,Manganese (Mn),0.19,0.27,0.35
Langat 2,9/7/2022,Color,5,8,12
Langat 2,9/7/2022,pH,6.9,7,7.07
Langat 2,9/7/2022,Ammonia (NH4),0.02,0.05,0.08
Langat 2,9/7/2022,Ferum/Iron (Fe),0.78,1.35,1.92
Langat 2,9/7/2022,Turbidity,25,68.5,126
Langat 2,9/7/2022,Manganese (Mn),0.05,0.15,0.24
Langat 2,10/7/2022,Color,5,5.5,6
Langat 2,10/7/2022,pH,6.91,6.96,6.99
Langat 2,10/7/2022,Ammonia (NH4),0.03,0.04,0.04
Langat 2,10/7/2022,Ferum/Iron (Fe),0.68,0.75,0.81
Langat 2,10/7/2022,Turbidity,17,23.17,32
Langat 2,10/7/2022,Manganese (Mn),0.04,0.07,0.1
Langat 2,11/7/2022,Color,6,7.83,11
Langat 2,11/7/2022,pH,6.9,6.94,6.98
Langat 2,11/7/2022,Ammonia (NH4),0.04,0.05,0.06
Langat 2,11/7/2022,Ferum/Iron (Fe),1.48,1.6,1.72
Langat 2,11/7/2022,Turbidity,19,36.17,59
Langat 2,11/7/2022,Manganese (Mn),0.1,0.13,0.15
Langat 2,12/7/2022,Color,6,7,9
Langat 2,12/7/2022,pH,6.96,6.99,7.02
Langat 2,12/7/2022,Ammonia (NH4),0.03,0.04,0.04
Langat 2,12/7/2022,Ferum/Iron (Fe),0.69,0.94,1.19
Langat 2,12/7/2022,Turbidity,16,32.83,48
Langat 2,12/7/2022,Manganese (Mn),0.12,0.13,0.13
Langat 2,13/7/2022,Color,5,5.5,6
Langat 2,13/7/2022,pH,6.94,7.12,7.4
Langat 2,13/7/2022,Ammonia (NH4),0.03,0.05,0.07
Langat 2,13/7/2022,Ferum/Iron (Fe),0.71,0.84,0.96
Langat 2,13/7/2022,Turbidity,23,27.33,36
Langat 2,13/7/2022,Manganese (Mn),0.01,0.06,0.11
Langat 2,14/7/2022,Color,5,7.33,10
Langat 2,14/7/2022,pH,7.12,7.22,7.28
Langat 2,14/7/2022,Ammonia (NH4),0.05,0.05,0.05
Langat 2,14/7/2022,Ferum/Iron (Fe),0.7,1.01,1.32
Langat 2,14/7/2022,Turbidity,16,36.17,57
Langat 2,14/7/2022,Manganese (Mn),0.06,0.09,0.12
Langat 2,15/7/2022,Color,6,7.17,9
Langat 2,15/7/2022,pH,7.1,7.23,7.33
Langat 2,15/7/2022,Ammonia (NH4),0.04,0.05,0.05
Langat 2,15/7/2022,Ferum/Iron (Fe),1.1,1.18,1.26
Langat 2,15/7/2022,Turbidity,32,42.67,54
Langat 2,15/7/2022,Manganese (Mn),0.09,0.1,0.11
Langat 2,16/7/2022,Color,6,6.5,8
Langat 2,16/7/2022,pH,7.12,7.21,7.29
Langat 2,16/7/2022,Ammonia (NH4),0.03,0.04,0.05
Langat 2,16/7/2022,Ferum/Iron (Fe),1.02,1.12,1.22
Langat 2,16/7/2022,Turbidity,40,42.67,47
Langat 2,16/7/2022,Manganese (Mn),0.12,0.13,0.14
Langat 2,17/7/2022,Color,6,6.67,7
Langat 2,17/7/2022,pH,7.12,7.18,7.2
Langat 2,17/7/2022,Ammonia (NH4),0.03,0.04,0.04
Langat 2,17/7/2022,Ferum/Iron (Fe),1.21,1.31,1.4
Langat 2,17/7/2022,Turbidity,32,38,43
Langat 2,17/7/2022,Manganese (Mn),0.13,0.13,0.13
Langat 2,18/7/2022,Color,6,6.33,7
Langat 2,18/7/2022,pH,7.18,7.24,7.27
Langat 2,18/7/2022,Ammonia (NH4),0.03,0.04,0.04
Langat 2,18/7/2022,Ferum/Iron (Fe),1.19,1.2,1.2
Langat 2,18/7/2022,Turbidity,36,36.83,38
Langat 2,18/7/2022,Manganese (Mn),0.12,0.13,0.14
Langat 2,19/7/2022,Color,6,6.5,7
Langat 2,19/7/2022,pH,7.08,7.15,7.23
Langat 2,19/7/2022,Ammonia (NH4),0.04,0.04,0.04
Langat 2,19/7/2022,Ferum/Iron (Fe),1.21,1.3,1.38
Langat 2,19/7/2022,Turbidity,32,38.33,46
Langat 2,19/7/2022,Manganese (Mn),0.14,0.14,0.14
Langat 2,20/7/2022,Color,6,7.17,8
Langat 2,20/7/2022,pH,7.07,7.11,7.19
Langat 2,20/7/2022,Ammonia (NH4),0.04,0.04,0.04
Langat 2,20/7/2022,Ferum/Iron (Fe),1.24,1.3,1.35
Langat 2,20/7/2022,Turbidity,38,43,57
Langat 2,20/7/2022,Manganese (Mn),0.18,0.18,0.18
Langat 2,21/7/2022,Color,6,9,12
Langat 2,21/7/2022,pH,7.01,7.06,7.11
Langat 2,21/7/2022,Ammonia (NH4),0.05,0.06,0.07
Langat 2,21/7/2022,Ferum/Iron (Fe),1.39,1.6,1.8
Langat 2,21/7/2022,Turbidity,40,80,137
Langat 2,21/7/2022,Manganese (Mn),0.13,0.16,0.18
Langat 2,22/7/2022,Color,6,7.5,10
Langat 2,22/7/2022,pH,7.05,7.11,7.16
Langat 2,22/7/2022,Ammonia (NH4),0.08,0.09,0.09
Langat 2,22/7/2022,Ferum/Iron (Fe),1.51,1.64,1.77
Langat 2,22/7/2022,Turbidity,47,69.33,96
Langat 2,22/7/2022,Manganese (Mn),0.18,0.23,0.27
Langat 2,23/7/2022,Color,9,11.5,18
Langat 2,23/7/2022,pH,7.01,7.03,7.06
Langat 2,23/7/2022,Ammonia (NH4),0.06,0.07,0.07
Langat 2,23/7/2022,Ferum/Iron (Fe),0.3,0.75,1.2
Langat 2,23/7/2022,Turbidity,85,139.33,316
Langat 2,23/7/2022,Manganese (Mn),0.19,0.21,0.22
Langat 2,24/7/2022,Color,13,19.83,24
Langat 2,24/7/2022,pH,6.81,6.85,6.9
Langat 2,24/7/2022,Ammonia (NH4),0.08,0.12,0.15
Langat 2,24/7/2022,Ferum/Iron (Fe),2.12,2.67,3.22
Langat 2,24/7/2022,Turbidity,125,271,396
Langat 2,24/7/2022,Manganese (Mn),0.22,0.32,0.42
Langat 2,25/7/2022,Color,7,10,15
Langat 2,25/7/2022,pH,6.82,6.89,7.07
Langat 2,25/7/2022,Ammonia (NH4),0.04,0.09,0.13
Langat 2,25/7/2022,Ferum/Iron (Fe),1.27,1.52,1.76
Langat 2,25/7/2022,Turbidity,69,94.5,145
Langat 2,25/7/2022,Manganese (Mn),0.16,0.26,0.35
Langat 2,26/7/2022,Color,9,12.17,17
Langat 2,26/7/2022,pH,6.74,6.77,6.8
Langat 2,26/7/2022,Ammonia (NH4),0.11,0.12,0.13
Langat 2,26/7/2022,Ferum/Iron (Fe),1.62,1.71,1.8
Langat 2,26/7/2022,Turbidity,110,141.5,190
Langat 2,26/7/2022,Manganese (Mn),0.19,0.24,0.28
Langat 2,27/7/2022,Color,9,14.33,28
Langat 2,27/7/2022,pH,6.8,6.82,6.86
Langat 2,27/7/2022,Ammonia (NH4),0.04,0.14,0.23
Langat 2,27/7/2022,Ferum/Iron (Fe),1.21,2.09,2.96
Langat 2,27/7/2022,Turbidity,79,302.83,1163
Langat 2,27/7/2022,Manganese (Mn),0.17,0.36,0.54
Langat 2,28/7/2022,Color,14,21.17,28
Langat 2,28/7/2022,pH,6.7,6.8,6.87
Langat 2,28/7/2022,Ammonia (NH4),0.33,0.36,0.38
Langat 2,28/7/2022,Ferum/Iron (Fe),3.17,4.08,4.98
Langat 2,28/7/2022,Turbidity,335,470.67,618
Langat 2,28/7/2022,Manganese (Mn),0.61,0.66,0.71
Langat 2,29/7/2022,Color,10,16,22
Langat 2,29/7/2022,pH,6.83,6.94,7.01
Langat 2,29/7/2022,Ammonia (NH4),0.06,0.24,0.42
Langat 2,29/7/2022,Ferum/Iron (Fe),2.19,3.7,5.21
Langat 2,29/7/2022,Turbidity,106,223.83,467
Langat 2,29/7/2022,Manganese (Mn),0.19,0.53,0.87
Langat 2,30/7/2022,Color,7,10.17,14
Langat 2,30/7/2022,pH,6.83,6.92,6.97
Langat 2,30/7/2022,Ammonia (NH4),0.06,0.08,0.1
Langat 2,30/7/2022,Ferum/Iron (Fe),1.1,1.18,1.25
Langat 2,30/7/2022,Turbidity,95,138.17,172
Langat 2,30/7/2022,Manganese (Mn),0.12,0.2,0.27
Langat 2,31/7/2022,Color,7,7.5,8
Langat 2,31/7/2022,pH,6.89,6.94,6.97
Langat 2,31/7/2022,Ammonia (NH4),0.04,0.05,0.06
Langat 2,31/7/2022,Ferum/Iron (Fe),1.1,1.14,1.17
Langat 2,31/7/2022,Turbidity,70,80.33,95
Langat 2,31/7/2022,Manganese (Mn),0.14,0.18,0.21
Langat 2,1/8/2022,Color,6,10.83,20
Langat 2,1/8/2022,pH,6.73,6.95,7.05
Langat 2,1/8/2022,Ammonia (NH4),0.04,0.05,0.05
Langat 2,1/8/2022,Ferum/Iron (Fe),0.82,1.07,1.31
Langat 2,1/8/2022,Turbidity,48,100.17,218
Langat 2,1/8/2022,Manganese (Mn),0.12,0.13,0.13
Langat 2,2/8/2022,Color,16,21,29
Langat 2,2/8/2022,pH,6.94,6.99,7.08
Langat 2,2/8/2022,Ammonia (NH4),0.07,0.2,0.33
Langat 2,2/8/2022,Ferum/Iron (Fe),1.1,3.61,6.11
Langat 2,2/8/2022,Turbidity,202,339.33,607
Langat 2,2/8/2022,Manganese (Mn),0.1,0.43,0.75
Langat 2,3/8/2022,Color,20,24.83,33
Langat 2,3/8/2022,pH,6.78,6.91,7.03
Langat 2,3/8/2022,Ammonia (NH4),0.06,0.18,0.3
Langat 2,3/8/2022,Ferum/Iron (Fe),1.7,3.78,5.86
Langat 2,3/8/2022,Turbidity,320,513.83,972
Langat 2,3/8/2022,Manganese (Mn),0.12,0.39,0.66
Langat 2,4/8/2022,Color,10,17.33,28
Langat 2,4/8/2022,pH,6.7,6.85,6.94
Langat 2,4/8/2022,Ammonia (NH4),0.08,0.19,0.29
Langat 2,4/8/2022,Ferum/Iron (Fe),1.02,3.23,5.44
Langat 2,4/8/2022,Turbidity,78,293.83,661
Langat 2,4/8/2022,Manganese (Mn),0.16,0.37,0.58
Langat 2,5/8/2022,Color,16,23.33,34
Langat 2,5/8/2022,pH,6.74,6.81,6.94
Langat 2,5/8/2022,Ammonia (NH4),0.36,0.49,0.61
Langat 2,5/8/2022,Ferum/Iron (Fe),1.72,3.89,6.06
Langat 2,5/8/2022,Turbidity,321,629.83,1548
Langat 2,5/8/2022,Manganese (Mn),0.65,0.69,0.73
Langat 2,6/8/2022,Color,15,21.67,34
Langat 2,6/8/2022,pH,6.8,6.86,6.91
Langat 2,6/8/2022,Ammonia (NH4),0.21,0.41,0.6
Langat 2,6/8/2022,Ferum/Iron (Fe),3.12,4.58,6.03
Langat 2,6/8/2022,Turbidity,200,503.33,1220
Langat 2,6/8/2022,Manganese (Mn),0.45,1.08,1.71
Langat 2,7/8/2022,Color,11,13.17,17
Langat 2,7/8/2022,pH,6.86,6.89,6.98
Langat 2,7/8/2022,Ammonia (NH4),0.1,0.11,0.12
Langat 2,7/8/2022,Ferum/Iron (Fe),1.82,1.99,2.16
Langat 2,7/8/2022,Turbidity,138,155.67,200
Langat 2,7/8/2022,Manganese (Mn),0.24,0.28,0.31
Langat 2,8/8/2022,Color,8,8.83,10
Langat 2,8/8/2022,pH,6.89,7,7.12
Langat 2,8/8/2022,Ammonia (NH4),0.05,0.06,0.06
Langat 2,8/8/2022,Ferum/Iron (Fe),1.01,1.02,1.03
Langat 2,8/8/2022,Turbidity,41,47.5,54
Langat 2,8/8/2022,Manganese (Mn),0.08,0.09,0.1
Langat 2,9/8/2022,Color,8,13,17
Langat 2,9/8/2022,pH,7,7.07,7.19
Langat 2,9/8/2022,Ammonia (NH4),0.04,0.09,0.13
Langat 2,9/8/2022,Ferum/Iron (Fe),0.91,1.58,2.25
Langat 2,9/8/2022,Turbidity,78,106.67,140
Langat 2,9/8/2022,Manganese (Mn),0.11,0.23,0.35
Langat 2,10/8/2022,Color,9,9.5,10
Langat 2,10/8/2022,pH,6.76,7.01,7.09
Langat 2,10/8/2022,Ammonia (NH4),0.05,0.06,0.06
Langat 2,10/8/2022,Ferum/Iron (Fe),1.2,1.29,1.37
Langat 2,10/8/2022,Turbidity,40,46.5,52
Langat 2,10/8/2022,Manganese (Mn),0.13,0.14,0.14
Langat 2,11/8/2022,Color,9,10,11
Langat 2,11/8/2022,pH,7.05,7.08,7.1
Langat 2,11/8/2022,Ammonia (NH4),0.1,0.1,0.1
Langat 2,11/8/2022,Ferum/Iron (Fe),2.1,2.1,2.1
Langat 2,11/8/2022,Turbidity,40,57.25,64
Langat 2,11/8/2022,Manganese (Mn),0.21,0.21,0.21
Langat 2,12/8/2022,Color,8,9.33,10
Langat 2,12/8/2022,pH,6.93,7,7.08
Langat 2,12/8/2022,Ammonia (NH4),0.03,0.04,0.05
