,WQI,WGI_d,all_chem,Soda_Ash,Liquid_Chlorine,Liquid_Polyaluminium_Chloride,Hydrated_Lime,Aluminium_Sulphate,wtp
WQI,1.0,0.019667278661210836,0.08087119344915372,-0.023557627439676643,0.10291158117811312,,0.033255666526909027,-0.04149247340198348,Sungai Rangkap
WGI_d,0.019667278661210836,1.0,-0.2045794006181263,-0.45303292104077414,0.029665590269585367,,-0.13578876753617372,-0.4181734864606815,Sungai Rangkap
all_chem,0.08087119344915372,-0.2045794006181263,1.0,0.3043765239979772,0.7850206729829851,,0.5127605832060559,0.4170135706429588,Sungai Rangkap
Soda_Ash,-0.023557627439676643,-0.45303292104077414,0.3043765239979772,1.0,-0.2135056248526435,,0.44625343524901595,0.7872440055891192,Sungai Rangkap
Liquid_Chlorine,0.10291158117811312,0.029665590269585367,0.7850206729829851,-0.2135056248526435,1.0,,-0.001945662297206454,-0.20455749135090479,Sungai Rangkap
Liquid_Polyaluminium_Chloride,,,,,,,,,Sungai Rangkap
Hydrated_Lime,0.033255666526909027,-0.13578876753617372,0.5127605832060559,0.44625343524901595,-0.001945662297206454,,1.0,0.6212831801636257,Sungai Rangkap
Aluminium_Sulphate,-0.04149247340198348,-0.4181734864606815,0.4170135706429588,0.7872440055891192,-0.20455749135090479,,0.6212831801636257,1.0,Sungai Rangkap
WQI,1.0,0.06698527948094084,-0.3419655374372197,,0.20800094265617325,-0.33174447650008315,-0.360781039501017,,Sungai Selangor Fasa 1
WGI_d,0.06698527948094084,1.0,-0.4649946543419362,,-0.45254585733762026,-0.4556771778400212,-0.03861718961712079,,Sungai Selangor Fasa 1
all_chem,-0.3419655374372197,-0.4649946543419362,1.0,,0.3012714941568921,0.9890809217029066,0.3860720904664608,,Sungai Selangor Fasa 1
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 1
Liquid_Chlorine,0.20800094265617325,-0.45254585733762026,0.3012714941568921,,1.0,0.19904290884093057,0.4220232034546894,,Sungai Selangor Fasa 1
Liquid_Polyaluminium_Chloride,-0.33174447650008315,-0.4556771778400212,0.9890809217029066,,0.19904290884093057,1.0,0.2580671669491416,,Sungai Selangor Fasa 1
Hydrated_Lime,-0.360781039501017,-0.03861718961712079,0.3860720904664608,,0.4220232034546894,0.2580671669491416,1.0,,Sungai Selangor Fasa 1
Aluminium_Sulphate,,,,,,,,,Sungai Selangor Fasa 1
WQI,1.0,-0.3020252189686532,-0.13558320348443592,,-0.19461073705241388,0.19996729135590635,0.06060518260224559,-0.18925848938500306,Sungai Selangor Fasa 2 Stream C
WGI_d,-0.3020252189686532,1.0,-0.07194432729213564,,0.0350221363283189,-0.24305577278628743,-0.22312660810413665,0.13119776855890028,Sungai Selangor Fasa 2 Stream C
all_chem,-0.13558320348443592,-0.07194432729213564,1.0,,0.351203667455227,-0.746772686573431,0.3984801149102669,0.8593664705813026,Sungai Selangor Fasa 2 Stream C
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 2 Stream C
Liquid_Chlorine,-0.19461073705241388,0.0350221363283189,0.351203667455227,,1.0,-0.10722211583438944,0.08355592772835559,0.2174476892376961,Sungai Selangor Fasa 2 Stream C
Liquid_Polyaluminium_Chloride,0.19996729135590635,-0.24305577278628743,-0.746772686573431,,-0.10722211583438944,1.0,0.15156852882835808,-0.9701712154060269,Sungai Selangor Fasa 2 Stream C
Hydrated_Lime,0.06060518260224559,-0.22312660810413665,0.3984801149102669,,0.08355592772835559,0.15156852882835808,1.0,-0.07276373679357373,Sungai Selangor Fasa 2 Stream C
Aluminium_Sulphate,-0.18925848938500306,0.13119776855890028,0.8593664705813026,,0.2174476892376961,-0.9701712154060269,-0.07276373679357373,1.0,Sungai Selangor Fasa 2 Stream C
WQI,1.0,-0.2998809001755703,0.08655685695672555,,-0.019641672569556092,,0.0866555579082209,0.028098928932792106,Sungai Selangor Fasa 2 Stream D
WGI_d,-0.2998809001755703,1.0,-0.4270462157928667,,-0.301767748565332,,-0.3231151207997251,-0.4604917512477719,Sungai Selangor Fasa 2 Stream D
all_chem,0.08655685695672555,-0.4270462157928667,1.0,,0.9179447167729516,,0.8586109035308237,0.9384313306279517,Sungai Selangor Fasa 2 Stream D
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 2 Stream D
Liquid_Chlorine,-0.019641672569556092,-0.301767748565332,0.9179447167729516,,1.0,,0.6382325389137355,0.9408513996911569,Sungai Selangor Fasa 2 Stream D
Liquid_Polyaluminium_Chloride,,,,,,,,,Sungai Selangor Fasa 2 Stream D
Hydrated_Lime,0.0866555579082209,-0.3231151207997251,0.8586109035308237,,0.6382325389137355,,1.0,0.6325725114419145,Sungai Selangor Fasa 2 Stream D
Aluminium_Sulphate,0.028098928932792106,-0.4604917512477719,0.9384313306279517,,0.9408513996911569,,0.6325725114419145,1.0,Sungai Selangor Fasa 2 Stream D
WQI,1.0,0.1405686876911453,-0.5727649210338869,,-0.28607287798318715,-0.5750252535440052,-0.057829231517440134,,Sungai Selangor Fasa 3 Stage 1
WGI_d,0.1405686876911453,1.0,-0.32876949474779993,,0.07130372664497824,-0.30942509351311404,-0.8013831239751693,,Sungai Selangor Fasa 3 Stage 1
all_chem,-0.5727649210338869,-0.32876949474779993,1.0,,0.10821943537571135,0.9994287094891123,0.4235167349192565,,Sungai Selangor Fasa 3 Stage 1
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 3 Stage 1
Liquid_Chlorine,-0.28607287798318715,0.07130372664497824,0.10821943537571135,,1.0,0.0890866057972764,0.20736763458789306,,Sungai Selangor Fasa 3 Stage 1
Liquid_Polyaluminium_Chloride,-0.5750252535440052,-0.30942509351311404,0.9994287094891123,,0.0890866057972764,1.0,0.39535993448417706,,Sungai Selangor Fasa 3 Stage 1
Hydrated_Lime,-0.057829231517440134,-0.8013831239751693,0.4235167349192565,,0.20736763458789306,0.39535993448417706,1.0,,Sungai Selangor Fasa 3 Stage 1
Aluminium_Sulphate,,,,,,,,,Sungai Selangor Fasa 3 Stage 1
WQI,1.0,0.1405686876911453,0.07431874738256573,,-0.003479411708119597,0.1044087048656908,-0.11522269266506802,,Sungai Selangor Fasa 3 Stage 2
WGI_d,0.1405686876911453,1.0,-0.29097353777815077,,0.2826988603101907,-0.26306634529635214,-0.5512446588063706,,Sungai Selangor Fasa 3 Stage 2
all_chem,0.07431874738256573,-0.29097353777815077,1.0,,0.1610507053435513,0.9808884358478631,0.3712272891843618,,Sungai Selangor Fasa 3 Stage 2
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 3 Stage 2
Liquid_Chlorine,-0.003479411708119597,0.2826988603101907,0.1610507053435513,,1.0,0.051361738147382215,-0.38270251040538406,,Sungai Selangor Fasa 3 Stage 2
Liquid_Polyaluminium_Chloride,0.1044087048656908,-0.26306634529635214,0.9808884358478631,,0.051361738147382215,1.0,0.28097319350277755,,Sungai Selangor Fasa 3 Stage 2
Hydrated_Lime,-0.11522269266506802,-0.5512446588063706,0.3712272891843618,,-0.38270251040538406,0.28097319350277755,1.0,,Sungai Selangor Fasa 3 Stage 2
Aluminium_Sulphate,,,,,,,,,Sungai Selangor Fasa 3 Stage 2
