,WQI,WGI_d,all_chem,Soda_Ash,Liquid_Chlorine,Liquid_Polyaluminium_Chloride,Hydrated_Lime,Aluminium_Sulphate,wtp
Aluminium_Sulphate,,,,,,,,,Rantau Panjang New
WQI,1.0,0.3851139418358245,0.02601999688122316,,-0.26302077624409725,0.0728814040873797,-0.16814285439426985,,Rantau Panjang Old
WGI_d,0.3851139418358245,1.0,-0.19187742832909624,,-0.01991236363261559,-0.19450757077064085,-0.07039040279024404,,Rantau Panjang Old
all_chem,0.02601999688122316,-0.19187742832909624,1.0,,0.463274487681226,0.9853285776973454,0.25470844746129606,,Rantau Panjang Old
Soda_Ash,,,,,,,,,Rantau Panjang Old
Liquid_Chlorine,-0.26302077624409725,-0.01991236363261559,0.463274487681226,,1.0,0.3214592085738469,0.6183483662943686,,Rantau Panjang Old
Liquid_Polyaluminium_Chloride,0.0728814040873797,-0.19450757077064085,0.9853285776973454,,0.3214592085738469,1.0,0.1045692873879152,,Rantau Panjang Old
Hydrated_Lime,-0.16814285439426985,-0.07039040279024404,0.25470844746129606,,0.6183483662943686,0.1045692873879152,1.0,,Rantau Panjang Old
Aluminium_Sulphate,,,,,,,,,Rantau Panjang Old
WQI,1.0,0.2975877560931541,-0.1824588469998143,,-0.34664303119854806,-0.12383762611709295,-0.05583265287545991,,Rasa
WGI_d,0.2975877560931541,1.0,0.20079994023607953,,-0.07356533583993823,0.27024422831587763,-0.25851116854806566,,Rasa
all_chem,-0.1824588469998143,0.20079994023607953,1.0,,0.3020302384565141,0.968584985998739,0.5433945591467914,,Rasa
Soda_Ash,,,,,,,,,Rasa
Liquid_Chlorine,-0.34664303119854806,-0.07356533583993823,0.3020302384565141,,1.0,0.0782290579391901,0.4019005518061801,,Rasa
Liquid_Polyaluminium_Chloride,-0.12383762611709295,0.27024422831587763,0.968584985998739,,0.0782290579391901,1.0,0.3850316819616112,,Rasa
Hydrated_Lime,-0.05583265287545991,-0.25851116854806566,0.5433945591467914,,0.4019005518061801,0.3850316819616112,1.0,,Rasa
Aluminium_Sulphate,,,,,,,,,Rasa
WQI,1.0,0.00623792219683935,0.08087119344915372,-0.023557627439676643,0.10291158117811312,,0.033255666526909027,-0.04149247340198348,Sungai Rangkap
WGI_d,0.00623792219683935,1.0,-0.2618872264578146,-0.5800671471241019,0.04548423372536281,,-0.23491484806592047,-0.5142816573428713,Sungai Rangkap
all_chem,0.08087119344915372,-0.2618872264578146,1.0,0.3043765239979772,0.7850206729829851,,0.5127605832060559,0.4170135706429588,Sungai Rangkap
Soda_Ash,-0.023557627439676643,-0.5800671471241019,0.3043765239979772,1.0,-0.2135056248526435,,0.44625343524901595,0.7872440055891192,Sungai Rangkap
Liquid_Chlorine,0.10291158117811312,0.04548423372536281,0.7850206729829851,-0.2135056248526435,1.0,,-0.001945662297206454,-0.20455749135090479,Sungai Rangkap
Liquid_Polyaluminium_Chloride,,,,,,,,,Sungai Rangkap
Hydrated_Lime,0.033255666526909027,-0.23491484806592047,0.5127605832060559,0.44625343524901595,-0.001945662297206454,,1.0,0.6212831801636257,Sungai Rangkap
Aluminium_Sulphate,-0.04149247340198348,-0.5142816573428713,0.4170135706429588,0.7872440055891192,-0.20455749135090479,,0.6212831801636257,1.0,Sungai Rangkap
WQI,1.0,0.04671531397285911,0.19073946722528845,,0.23427377265332122,0.18362902887141055,0.1861563245351819,,Sungai Selangor Fasa 1
WGI_d,0.04671531397285911,1.0,0.0852442538147944,,0.12250206501575273,0.05469058047495629,0.15952073547427872,,Sungai Selangor Fasa 1
all_chem,0.19073946722528845,0.0852442538147944,1.0,,0.9904531190559192,0.9980439643624293,0.9911548678835503,,Sungai Selangor Fasa 1
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 1
Liquid_Chlorine,0.23427377265332122,0.12250206501575273,0.9904531190559192,,1.0,0.9806569063888698,0.9962525558925093,,Sungai Selangor Fasa 1
Liquid_Polyaluminium_Chloride,0.18362902887141055,0.05469058047495629,0.9980439643624293,,0.9806569063888698,1.0,0.9811333658037041,,Sungai Selangor Fasa 1
Hydrated_Lime,0.1861563245351819,0.15952073547427872,0.9911548678835503,,0.9962525558925093,0.9811333658037041,1.0,,Sungai Selangor Fasa 1
Aluminium_Sulphate,,,,,,,,,Sungai Selangor Fasa 1
WQI,1.0,-0.35880684866735074,-0.13558320348443592,,-0.19461073705241388,0.19996729135590635,0.06060518260224559,-0.18925848938500306,Sungai Selangor Fasa 2 Stream C
WGI_d,-0.35880684866735074,1.0,-0.12326064691098844,,0.05640633915140362,-0.17096513446744466,-0.18336741300905762,0.055654056757028884,Sungai Selangor Fasa 2 Stream C
all_chem,-0.13558320348443592,-0.12326064691098844,1.0,,0.351203667455227,-0.746772686573431,0.3984801149102669,0.8593664705813026,Sungai Selangor Fasa 2 Stream C
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 2 Stream C
Liquid_Chlorine,-0.19461073705241388,0.05640633915140362,0.351203667455227,,1.0,-0.10722211583438944,0.08355592772835559,0.2174476892376961,Sungai Selangor Fasa 2 Stream C
Liquid_Polyaluminium_Chloride,0.19996729135590635,-0.17096513446744466,-0.746772686573431,,-0.10722211583438944,1.0,0.15156852882835808,-0.9701712154060269,Sungai Selangor Fasa 2 Stream C
Hydrated_Lime,0.06060518260224559,-0.18336741300905762,0.3984801149102669,,0.08355592772835559,0.15156852882835808,1.0,-0.07276373679357373,Sungai Selangor Fasa 2 Stream C
Aluminium_Sulphate,-0.18925848938500306,0.055654056757028884,0.8593664705813026,,0.2174476892376961,-0.9701712154060269,-0.07276373679357373,1.0,Sungai Selangor Fasa 2 Stream C
WQI,1.0,-0.36442726641324236,0.08655685695672555,,-0.019641672569556092,,0.0866555579082209,0.028098928932792106,Sungai Selangor Fasa 2 Stream D
WGI_d,-0.36442726641324236,1.0,-0.40058883743863566,,-0.27226479618981353,,-0.2846950702783253,-0.44983495044308464,Sungai Selangor Fasa 2 Stream D
all_chem,0.08655685695672555,-0.40058883743863566,1.0,,0.9179447167729516,,0.8586109035308237,0.9384313306279517,Sungai Selangor Fasa 2 Stream D
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 2 Stream D
Liquid_Chlorine,-0.019641672569556092,-0.27226479618981353,0.9179447167729516,,1.0,,0.6382325389137355,0.9408513996911569,Sungai Selangor Fasa 2 Stream D
Liquid_Polyaluminium_Chloride,,,,,,,,,Sungai Selangor Fasa 2 Stream D
Hydrated_Lime,0.0866555579082209,-0.2846950702783253,0.8586109035308237,,0.6382325389137355,,1.0,0.6325725114419145,Sungai Selangor Fasa 2 Stream D
Aluminium_Sulphate,0.028098928932792106,-0.44983495044308464,0.9384313306279517,,0.9408513996911569,,0.6325725114419145,1.0,Sungai Selangor Fasa 2 Stream D
WQI,1.0,0.1291598380271068,-0.5727649210338869,,-0.28607287798318715,-0.5750252535440052,-0.057829231517440134,,Sungai Selangor Fasa 3 Stage 1
WGI_d,0.1291598380271068,1.0,-0.3506463228518332,,0.20294226049438113,-0.3356934753401342,-0.7305131423178556,,Sungai Selangor Fasa 3 Stage 1
all_chem,-0.5727649210338869,-0.3506463228518332,1.0,,0.10821943537571135,0.9994287094891123,0.4235167349192565,,Sungai Selangor Fasa 3 Stage 1
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 3 Stage 1
Liquid_Chlorine,-0.28607287798318715,0.20294226049438113,0.10821943537571135,,1.0,0.0890866057972764,0.20736763458789306,,Sungai Selangor Fasa 3 Stage 1
Liquid_Polyaluminium_Chloride,-0.5750252535440052,-0.3356934753401342,0.9994287094891123,,0.0890866057972764,1.0,0.39535993448417706,,Sungai Selangor Fasa 3 Stage 1
Hydrated_Lime,-0.057829231517440134,-0.7305131423178556,0.4235167349192565,,0.20736763458789306,0.39535993448417706,1.0,,Sungai Selangor Fasa 3 Stage 1
Aluminium_Sulphate,,,,,,,,,Sungai Selangor Fasa 3 Stage 1
WQI,1.0,0.1291598380271068,0.07431874738256573,,-0.003479411708119597,0.1044087048656908,-0.11522269266506802,,Sungai Selangor Fasa 3 Stage 2
WGI_d,0.1291598380271068,1.0,-0.4010712760865561,,0.25561623176630727,-0.38641098015540565,-0.5055931016107429,,Sungai Selangor Fasa 3 Stage 2
all_chem,0.07431874738256573,-0.4010712760865561,1.0,,0.1610507053435513,0.9808884358478631,0.3712272891843618,,Sungai Selangor Fasa 3 Stage 2
Soda_Ash,,,,,,,,,Sungai Selangor Fasa 3 Stage 2
Liquid_Chlorine,-0.003479411708119597,0.25561623176630727,0.1610507053435513,,1.0,0.051361738147382215,-0.38270251040538406,,Sungai Selangor Fasa 3 Stage 2
Liquid_Polyaluminium_Chloride,0.1044087048656908,-0.38641098015540565,0.9808884358478631,,0.051361738147382215,1.0,0.28097319350277755,,Sungai Selangor Fasa 3 Stage 2
Hydrated_Lime,-0.11522269266506802,-0.5055931016107429,0.3712272891843618,,-0.38270251040538406,0.28097319350277755,1.0,,Sungai Selangor Fasa 3 Stage 2
Aluminium_Sulphate,,,,,,,,,Sungai Selangor Fasa 3 Stage 2
